time;x;y;z
1637975983.617826;+0.001;-0.002;-0.002
1637975983.837868;+0.002;-0.003;-0.003
1637975984.057922;+0.002;-0.002;-0.002
1637975984.27793;+0.003;-0.002;-0.002
1637975984.497772;+0.001;-0.002;-0.002
1637975984.717766;+0.003;-0.002;-0.003
1637975984.937915;+0.003;-0.002;-0.002
1637975985.157826;+0.003;-0.002;-0.001
1637975985.37789;+0.003;-0.001;-0.002
1637975985.597794;+0.003;-0.001;-0.002
1637975985.817808;+0.003;-0.001;-0.002
1637975986.037629;+0.002;-0.003;-0.003
1637975986.257996;+0.003;-0.002;-0.002
1637975986.47781;+0.002;-0.002;-0.002
1637975986.697822;+0.003;-0.002;-0.002
1637975986.917822;+0.003;-0.002;-0.002
1637975987.137912;+0.002;-0.002;-0.002
1637975987.357909;+0.003;-0.003;-0.002
1637975987.577885;+0.002;-0.003;-0.001
1637975987.797756;+0.002;-0.002;-0.002
1637975988.016778;+0.003;-0.003;-0.001
1637975988.236788;+0.002;-0.002;-0.002
1637975988.456946;+0.002;-0.001;-0.002
1637975988.676861;+0.003;-0.002;-0.002
1637975988.896772;+0.003;-0.002;-0.002
1637975989.116973;+0.003;-0.002;-0.002
1637975989.33697;+0.003;-0.001;-0.003
1637975989.556811;+0.002;-0.003;-0.003
1637975989.776362;+0.002;-0.002;-0.003
1637975989.986759;+0.003;-0.002;-0.002
1637975990.20689;+0.004;-0.002;-0.002
1637975990.426844;+0.002;-0.002;-0.001
1637975990.646752;+0.003;-0.002;-0.002
1637975990.866776;+0.002;-0.002;-0.003
1637975991.086816;+0.002;-0.002;-0.002
1637975991.306907;+0.002;-0.002;-0.002
1637975991.526716;+0.003;-0.002;-0.002
1637975991.746719;+0.003;-0.002;-0.003
1637975991.966713;+0.002;-0.001;-0.002
1637975992.186721;+0.003;-0.003;-0.001
1637975992.40687;+0.003;-0.002;-0.001
1637975992.626769;+0.002;-0.003;-0.002
1637975992.846737;+0.003;-0.002;-0.002
1637975993.066802;+0.002;-0.002;-0.001
1637975993.286719;+0.002;-0.002;-0.002
1637975993.506896;+0.002;-0.002;-0.003
1637975993.726743;+0.002;-0.003;-0.002
1637975993.946824;+0.002;-0.002;-0.001
1637975994.166754;+0.003;-0.002;-0.002
1637975994.386865;+0.002;-0.001;-0.002
1637975994.60684;+0.002;-0.002;-0.002
1637975994.826794;+0.002;-0.002;-0.002
1637975995.046844;+0.003;-0.001;-0.002
1637975995.265744;+0.003;-0.002;-0.001
1637975995.485851;+0.003;-0.003;-0.002
1637975995.705875;+0.003;-0.003;-0.002
1637975995.925774;+0.002;-0.002;-0.002
1637975996.145762;+0.002;-0.003;-0.002
1637975996.365818;+0.002;-0.002;-0.002
1637975996.58548;+0.002;-0.002;-0.002
1637975996.805745;+0.002;-0.002;-0.003
1637975997.025801;+0.003;-0.002;-0.002
1637975997.245822;+0.003;-0.003;-0.001
1637975997.465794;+0.003;-0.001;-0.002
1637975997.685653;+0.003;-0.002;-0.001
1637975997.905765;+0.002;-0.001;-0.001
1637975998.125681;+0.003;-0.001;-0.002
1637975998.345716;+0.003;-0.003;-0.003
1637975998.565733;+0.001;-0.002;-0.002
1637975998.785738;+0.003;-0.002;-0.002
1637975999.005826;+0.002;-0.002;-0.003
1637975999.225791;+0.003;-0.002;-0.001
1637975999.445826;+0.002;-0.002;-0.002
1637975999.66533;+0.003;-0.002;-0.003
1637975999.885382;+0.002;-0.002;-0.001
1637976000.105858;+0.003;-0.002;-0.002
1637976000.32572;+0.003;-0.001;-0.002
1637976000.545883;+0.003;-0.002;-0.002
1637976000.765797;+0.002;-0.002;-0.001
1637976000.985829;+0.002;-0.001;-0.003
1637976001.205727;+0.003;-0.002;-0.002
1637976001.425965;+0.003;-0.002;-0.002
1637976001.645877;+0.003;-0.002;-0.002
1637976001.8654;+0.002;-0.002;-0.004
1637976002.085387;+0.002;-0.002;-0.001
1637976002.305726;+0.002;-0.001;-0.002
1637976002.525836;+0.003;-0.001;-0.001
1637976002.745876;+0.003;-0.002;-0.002
1637976002.964788;+0.002;-0.003;-0.001
1637976003.184822;+0.001;-0.002;-0.001
1637976003.404738;+0.002;-0.002;-0.002
1637976003.624833;+0.002;-0.002;-0.002
1637976003.844431;+0.001;-0.001;-0.002
1637976004.054724;+0.003;-0.002;-0.003
