time;x;y;z
1637984768.529662;+0.003;-0.003;-0.002
1637984768.749556;+0.002;-0.002;-0.002
1637984768.969529;+0.002;-0.001;-0.001
1637984769.189241;+0.002;-0.002;-0.002
1637984769.409306;+0.002;-0.001;-0.001
1637984769.629643;+0.002;-0.003;-0.001
1637984769.849595;+0.002;-0.002;-0.002
1637984770.06983;+0.003;-0.002;-0.001
1637984770.289788;+0.003;-0.001;-0.002
1637984770.509708;+0.002;-0.002;-0.001
1637984770.728525;+0.004;-0.002;-0.001
1637984770.94874;+0.002;-0.002;-0.002
1637984771.168585;+0.002;-0.003;-0.001
1637984771.388582;+0.002;-0.001;-0.001
1637984771.608662;+0.002;-0.002;-0.002
1637984771.828229;+0.003;-0.002;-0.003
1637984772.049;+0.002;-0.002;-0.002
1637984772.268542;+0.002;-0.002;-0.003
1637984772.488563;+0.002;-0.002;-0.002
1637984772.708684;+0.002;-0.002;-0.002
1637984772.928565;+0.001;-0.001;-0.002
1637984773.148846;+0.002;-0.002;-0.002
1637984773.368828;+0.002;-0.002;-0.002
1637984773.588529;+0.002;-0.002;-0.001
1637984773.808241;+0.002;-0.002;-0.003
1637984774.028223;+0.001;-0.001;-0.001
1637984774.248729;+0.002;-0.001;-0.002
1637984774.46849;+0.003;-0.002;-0.002
1637984774.688655;+0.004;-0.002;-0.002
1637984774.908194;+0.002;-0.002;-0.002
1637984775.128568;+0.002;-0.001;-0.002
1637984775.348895;+0.002;-0.003;-0.002
1637984775.568501;+0.003;-0.002;-0.001
1637984775.788799;+0.003;-0.002;-0.003
1637984776.008546;+0.003;-0.001;-0.002
1637984776.228657;+0.003;-0.002;-0.003
1637984776.448717;+0.003;-0.001;-0.002
1637984776.66871;+0.003;-0.001;-0.003
1637984776.888684;+0.002;-0.003;-0.001
1637984777.108592;+0.002;-0.002;-0.002
1637984777.328836;+0.002;-0.002;-0.002
1637984777.548816;+0.002;-0.002;-0.003
1637984777.768655;+0.003;-0.003;-0.001
1637984777.988658;+0.003;-0.002;-0.002
1637984778.207646;+0.003;-0.003;-0.001
1637984778.427521;+0.003;-0.002;-0.002
1637984778.647172;+0.002;-0.002;-0.002
1637984778.867545;+0.003;-0.002;-0.001
1637984779.087527;+0.002;-0.002;-0.002
1637984779.307271;+0.003;-0.002;-0.002
1637984779.52731;+0.003;-0.003;-0.002
1637984779.747655;+0.002;-0.001;-0.001
1637984779.967517;+0.002;-0.002;-0.002
1637984780.187527;+0.001;-0.001;-0.002
1637984780.407569;+0.002;-0.001;-0.003
1637984780.627662;+0.004;-0.001;-0.002
1637984780.847552;+0.002;-0.002;-0.002
1637984781.067698;+0.003;-0.002;-0.001
1637984781.287537;+0.002;-0.001;-0.001
1637984781.507567;+0.003;-0.001;-0.001
1637984781.727693;+0.003;-0.002;-0.002
1637984781.947552;+0.002;-0.001;-0.001
1637984782.167564;+0.002;-0.002;-0.001
1637984782.387565;+0.002;-0.002;-0.002
1637984782.60719;+0.002;-0.001;-0.002
1637984782.827357;+0.002;-0.002;-0.002
1637984783.047153;+0.002;-0.002;-0.003
1637984783.267538;+0.002;-0.001;-0.003
1637984783.487483;+0.002;-0.002;-0.002
1637984783.707533;+0.004;-0.002;-0.002
1637984783.91752;+0.003;-0.001;-0.002
1637984784.13758;+0.004;-0.003;-0.001
1637984784.357555;+0.003;-0.002;-0.002
1637984784.577842;+0.002;-0.001;-0.002
1637984784.797522;+0.003;-0.003;-0.001
1637984785.017092;+0.003;-0.003;-0.003
1637984785.23727;+0.004;-0.002;-0.002
1637984785.456565;+0.003;-0.001;-0.001
1637984785.676591;+0.002;-0.002;-0.002
1637984785.896904;+0.004;-0.001;-0.003
1637984786.116493;+0.002;-0.001;-0.002
1637984786.336522;+0.002;-0.002;-0.002
1637984786.556256;+0.003;-0.001;-0.002
1637984786.776167;+0.003;-0.001;-0.002
1637984786.996563;+0.002;-0.001;-0.002
1637984787.216583;+0.003;-0.002;-0.002
1637984787.436205;+0.002;-0.002;-0.002
1637984787.65652;+0.002;-0.003;-0.002
1637984787.876883;+0.002;-0.002;-0.001
1637984788.096224;+0.002;-0.002;-0.002
1637984788.3161;+0.003;-0.002;-0.002
1637984788.536586;+0.002;-0.002;-0.002
1637984788.756182;+0.003;-0.002;-0.002
1637984788.976539;+0.003;-0.003;-0.003
1637984789.196428;+0.003;-0.001;-0.002
1637984789.416498;+0.003;-0.002;-0.003
1637984789.636721;+0.003;-0.001;-0.001
1637984789.856548;+0.003;-0.001;-0.001
1637984790.076509;+0.002;-0.002;-0.001
1637984790.296514;+0.002;-0.002;-0.003
1637984790.516183;+0.002;-0.002;-0.002
1637984790.736259;+0.002;-0.001;-0.002
1637984790.956515;+0.002;-0.002;-0.002
1637984791.176575;+0.002;-0.002;-0.002
1637984791.396521;+0.003;-0.002;-0.002
1637984791.616502;+0.002;-0.002;-0.002
1637984791.836656;+0.003;-0.002;-0.003
1637984792.056532;+0.003;-0.001;-0.002
1637984792.276518;+0.001;-0.003;-0.002
1637984792.49645;+0.003;-0.002;-0.002
1637984792.716587;+0.003;-0.002;-0.002
1637984792.935513;+0.002;-0.003;-0.002
1637984793.155524;+0.002;-0.002;-0.002
1637984793.375425;+0.002;-0.002;-0.002
1637984793.595517;+0.002;-0.001;-0.002
1637984793.81556;+0.002;-0.002;-0.002
1637984794.035476;+0.003;-0.002;-0.002
1637984794.255155;+0.003;-0.001;-0.002
1637984794.475514;+0.002;-0.002;-0.002
1637984794.695565;+0.003;-0.002;-0.002
1637984794.915546;+0.002;-0.003;-0.002
1637984795.135514;+0.002;-0.001;-0.002
1637984795.355502;+0.003;-0.001;-0.003
1637984795.575446;+0.003;-0.002;-0.002
1637984795.795561;+0.002;-0.003;-0.002
1637984796.015492;+0.002;-0.001;-0.002
1637984796.235191;+0.002;-0.003;-0.002
1637984796.455494;+0.002;-0.001;-0.002
1637984796.675452;+0.002;-0.002;-0.002
1637984796.895527;+0.001;-0.002;-0.002
1637984797.115735;+0.003;-0.001;-0.002
1637984797.335198;+0.002;-0.002;-0.002
1637984797.585134;+0.002;-0.002;-0.002
1637984797.805574;+0.003;-0.002;-0.003
1637984798.025521;+0.003;-0.003;-0.003
1637984798.245201;+0.002;-0.002;-0.002
1637984798.465111;+0.003;-0.002;-0.002
1637984798.685541;+0.002;-0.002;-0.002
1637984798.905647;+0.003;-0.002;-0.001
1637984799.125464;+0.002;-0.002;-0.002
1637984799.345544;+0.002;-0.003;-0.002
1637984799.565427;+0.002;-0.001;-0.001
1637984799.78554;+0.003;-0.003;-0.002
1637984800.005073;+0.002;-0.002;-0.002
1637984800.22433;+0.003;-0.002;-0.002
1637984800.444551;+0.002;-0.003;-0.001
1637984800.664418;+0.004;-0.002;-0.002
1637984800.884549;+0.002;-0.002;-0.002
1637984801.104436;+0.002;-0.002;-0.001
1637984801.324529;+0.002;-0.003;-0.002
1637984801.544573;+0.003;-0.002;-0.002
1637984801.764435;+0.002;-0.002;-0.002
1637984801.984543;+0.003;-0.002;-0.002
1637984802.204093;+0.003;-0.001;-0.002
1637984802.424572;+0.002;-0.002;-0.002
1637984802.644425;+0.002;-0.002;-0.002
1637984802.86453;+0.002;-0.001;-0.002
1637984803.084496;+0.002;-0.002;-0.002
1637984803.30409;+0.003;-0.002;-0.001
1637984803.52454;+0.002;-0.002;-0.002
1637984803.744421;+0.002;-0.002;-0.002
1637984803.964504;+0.002;-0.002;-0.001
1637984804.184498;+0.003;-0.002;-0.002
1637984804.404465;+0.003;-0.002;-0.002
1637984804.624527;+0.002;-0.001;-0.003
1637984804.84448;+0.002;-0.001;-0.002
1637984805.06448;+0.003;-0.003;-0.002
1637984805.284461;+0.002;-0.002;-0.003
1637984805.504455;+0.003;-0.002;-0.001
1637984805.724541;+0.003;-0.002;-0.002
1637984805.944504;+0.002;-0.002;-0.002
1637984806.164413;+0.002;-0.002;-0.002
1637984806.384389;+0.003;-0.003;-0.002
1637984806.604507;+0.003;-0.002;-0.002
1637984806.824526;+0.002;-0.002;-0.002
1637984807.044406;+0.002;-0.002;-0.001
1637984807.264535;+0.003;-0.002;-0.002
1637984807.484367;+0.003;-0.002;-0.002
1637984807.704373;+0.003;-0.002;-0.003
1637984807.923639;+0.002;-0.001;-0.002
1637984808.143389;+0.003;-0.002;-0.001
1637984808.363526;+0.003;-0.001;-0.001
1637984808.58346;+0.003;-0.002;-0.002
1637984808.803426;+0.003;-0.002;-0.001
1637984809.023493;+0.002;-0.003;-0.003
1637984809.24345;+0.002;-0.003;-0.003
1637984809.463477;+0.003;-0.002;-0.001
1637984809.683429;+0.002;-0.002;-0.002
1637984809.903517;+0.002;-0.002;-0.002
1637984810.12338;+0.002;-0.001;-0.002
1637984810.343441;+0.003;-0.002;-0.002
1637984810.563451;+0.003;-0.002;-0.002
1637984810.783439;+0.003;-0.001;-0.002
1637984811.003147;+0.002;-0.002;-0.002
1637984811.22302;+0.002;-0.001;-0.002
1637984811.443524;+0.002;-0.002;-0.002
1637984811.653472;+0.002;-0.002;-0.002
1637984811.873484;+0.004;-0.003;-0.001
1637984812.093437;+0.003;-0.003;-0.002
1637984812.313366;+0.003;-0.003;-0.002
1637984812.533394;+0.002;-0.002;-0.002
1637984812.753176;+0.002;-0.002;-0.002
1637984812.973663;+0.002;-0.002;-0.002
1637984813.19348;+0.003;-0.002;-0.001
1637984813.413387;+0.002;-0.003;-0.001
1637984813.633378;+0.003;-0.002;-0.002
1637984813.853663;+0.002;-0.002;-0.002
1637984814.073522;+0.002;-0.002;-0.002
1637984814.293394;+0.002;-0.003;-0.001
1637984814.513382;+0.003;-0.003;-0.003
1637984814.733379;+0.003;-0.003;-0.002
1637984814.953536;+0.003;-0.002;-0.002
1637984815.172431;+0.002;-0.001;-0.002
1637984815.392447;+0.002;-0.003;-0.002
1637984815.612389;+0.003;-0.001;-0.002
1637984815.83253;+0.003;-0.002;-0.001
1637984816.052442;+0.004;-0.002;-0.002
1637984816.273497;+0.003;-0.001;-0.001
1637984816.492407;+0.002;-0.002;-0.001
1637984816.712434;+0.002;-0.002;-0.001
1637984816.932095;+0.003;-0.001;-0.002
1637984817.152429;+0.003;-0.002;-0.003
1637984817.372454;+0.003;-0.002;-0.001
1637984817.592381;+0.002;-0.002;-0.002
1637984817.812462;+0.002;-0.002;-0.002
1637984818.032509;+0.003;-0.002;-0.002
1637984818.252422;+0.002;-0.002;-0.002
1637984818.472419;+0.003;-0.002;-0.002
1637984818.69242;+0.003;-0.002;-0.002
1637984818.912497;+0.002;-0.001;-0.003
1637984819.132056;+0.003;-0.002;-0.002
1637984819.352467;+0.002;-0.002;-0.002
1637984819.572399;+0.002;-0.002;-0.003
1637984819.79241;+0.002;-0.002;-0.002
1637984820.012598;+0.003;-0.002;-0.001
1637984820.23242;+0.003;-0.003;-0.001
1637984820.442553;+0.003;-0.001;-0.001
1637984820.662415;+0.002;-0.002;-0.001
1637984820.882455;+0.002;-0.002;-0.003
1637984821.102488;+0.003;-0.002;-0.002
1637984821.322425;+0.003;-0.001;-0.001
1637984821.542339;+0.003;-0.002;-0.001
1637984821.762379;+0.003;-0.002;-0.001
1637984821.97234;+0.002;-0.002;-0.001
1637984822.192443;+0.003;-0.002;-0.002
1637984822.412064;+0.002;-0.001;-0.001
1637984822.631308;+0.003;-0.002;-0.002
1637984822.851367;+0.002;-0.002;-0.002
1637984823.071467;+0.003;-0.002;-0.001
1637984823.291456;+0.002;-0.001;-0.002
1637984823.511354;+0.002;-0.002;-0.002
1637984823.731296;+0.002;-0.002;-0.002
1637984823.951278;+0.003;-0.001;-0.003
1637984824.171337;+0.002;-0.002;-0.002
1637984824.391043;+0.002;-0.002;-0.003
1637984824.611407;+0.003;-0.002;-0.003
1637984824.831381;+0.002;-0.002;-0.001
1637984825.051424;+0.002;-0.002;-0.003
1637984825.27136;+0.003;-0.002;-0.002
1637984825.49145;+0.002;-0.002;-0.003
1637984825.711328;+0.002;-0.003;-0.002
1637984825.931423;+0.002;-0.003;-0.002
1637984826.151399;+0.002;-0.001;-0.002
1637984826.371367;+0.003;-0.002;-0.002
1637984826.591309;+0.002;-0.001;-0.002
1637984826.811377;+0.002;-0.002;-0.001
1637984827.031503;+0.003;-0.003;-0.002
1637984827.251367;+0.002;-0.002;-0.002
1637984827.471421;+0.002;-0.003;-0.001
1637984827.681339;+0.003;-0.002;-0.001
1637984827.901365;+0.003;-0.002;-0.002
1637984828.121427;+0.004;-0.002;-0.001
