time;x;y;z
1637991365.473257;+0.003;-0.003;-0.002
1637991365.693712;+0.002;-0.002;-0.002
1637991365.91353;+0.002;-0.002;-0.002
1637991366.133666;+0.002;-0.002;-0.002
1637991366.35371;+0.003;-0.002;-0.003
1637991366.573733;+0.003;-0.002;-0.002
1637991366.793309;+0.002;-0.002;-0.002
1637991367.013543;+0.003;-0.002;-0.002
1637991367.233559;+0.004;-0.002;-0.002
1637991367.453539;+0.003;-0.002;-0.003
1637991367.673535;+0.002;-0.003;-0.002
1637991367.89364;+0.003;-0.002;-0.002
1637991368.113796;+0.004;-0.002;-0.003
1637991368.333571;+0.003;-0.002;-0.002
1637991368.553525;+0.003;-0.002;-0.003
1637991368.773709;+0.003;-0.002;-0.003
1637991368.993544;+0.002;-0.002;-0.002
1637991369.213738;+0.004;-0.003;-0.002
1637991369.433509;+0.002;-0.003;-0.001
1637991369.653599;+0.002;-0.003;-0.002
1637991369.87371;+0.003;-0.002;-0.002
1637991370.093511;+0.003;-0.003;-0.002
1637991370.313589;+0.003;-0.002;-0.002
1637991370.533577;+0.003;-0.002;-0.003
1637991370.74367;+0.002;-0.002;-0.002
1637991370.963581;+0.003;-0.003;-0.003
1637991371.183632;+0.003;-0.002;-0.002
1637991371.403573;+0.003;-0.002;-0.003
1637991371.622586;+0.002;-0.001;-0.002
1637991371.842713;+0.003;-0.002;-0.003
1637991372.062553;+0.003;-0.003;-0.002
1637991372.282699;+0.003;-0.001;-0.001
1637991372.502599;+0.002;-0.002;-0.002
1637991372.722652;+0.002;-0.002;-0.003
1637991372.942216;+0.003;-0.002;-0.002
1637991373.162239;+0.003;-0.002;-0.002
1637991373.382265;+0.004;-0.003;-0.002
1637991373.602589;+0.003;-0.002;-0.003
1637991373.822634;+0.002;-0.003;-0.002
1637991374.042569;+0.003;-0.002;-0.002
1637991374.262552;+0.002;-0.002;-0.002
1637991374.482546;+0.003;-0.003;-0.001
1637991374.702502;+0.002;-0.003;-0.002
1637991374.922668;+0.002;-0.002;-0.002
1637991375.142516;+0.003;-0.002;-0.002
1637991375.362681;+0.003;-0.002;-0.002
1637991375.582633;+0.003;-0.002;-0.003
1637991375.802871;+0.003;-0.002;-0.002
1637991376.02221;+0.003;-0.002;-0.001
1637991376.24217;+0.003;-0.002;-0.002
1637991376.46252;+0.003;-0.003;-0.002
1637991376.68259;+0.002;-0.002;-0.002
1637991376.902675;+0.002;-0.001;-0.003
1637991377.122533;+0.002;-0.003;-0.002
1637991377.342587;+0.003;-0.002;-0.003
1637991377.562502;+0.002;-0.002;-0.002
1637991377.78248;+0.003;-0.002;-0.002
1637991378.00243;+0.003;-0.002;-0.003
1637991378.222637;+0.002;-0.001;-0.001
1637991378.442697;+0.002;-0.002;-0.002
1637991378.662556;+0.002;-0.001;-0.003
1637991378.881569;+0.003;-0.002;-0.002
1637991379.101509;+0.003;-0.002;-0.002
1637991379.321558;+0.002;-0.001;-0.003
1637991379.541551;+0.004;-0.002;-0.002
1637991379.761599;+0.003;-0.003;-0.002
1637991379.981539;+0.003;-0.002;-0.002
1637991380.201523;+0.003;-0.002;-0.002
1637991380.422528;+0.004;-0.002;-0.003
1637991380.641574;+0.002;-0.002;-0.002
1637991380.86177;+0.002;-0.002;-0.002
1637991381.081562;+0.002;-0.002;-0.002
1637991381.30151;+0.003;-0.002;-0.001
1637991381.521684;+0.002;-0.002;-0.003
1637991381.741542;+0.002;-0.002;-0.003
1637991381.961713;+0.002;-0.002;-0.002
1637991382.181551;+0.003;-0.002;-0.001
1637991382.401583;+0.003;-0.002;-0.002
1637991382.621311;+0.002;-0.003;-0.003
1637991382.841666;+0.002;-0.002;-0.002
1637991383.061538;+0.004;-0.002;-0.002
1637991383.281572;+0.003;-0.001;-0.002
1637991383.501472;+0.003;-0.002;-0.002
1637991383.721494;+0.002;-0.002;-0.003
1637991383.941746;+0.002;-0.002;-0.002
1637991384.161558;+0.003;-0.002;-0.002
1637991384.381461;+0.002;-0.003;-0.002
1637991384.601749;+0.002;-0.002;-0.002
1637991384.821545;+0.002;-0.002;-0.002
1637991385.041192;+0.003;-0.002;-0.003
1637991385.261503;+0.003;-0.003;-0.001
1637991385.481445;+0.004;-0.002;-0.002
1637991385.701642;+0.002;-0.002;-0.002
1637991385.921694;+0.002;-0.002;-0.001
1637991386.141709;+0.003;-0.003;-0.002
1637991386.360544;+0.003;-0.002;-0.003
1637991386.580482;+0.002;-0.002;-0.002
1637991386.800638;+0.003;-0.002;-0.002
1637991387.020546;+0.003;-0.002;-0.002
1637991387.240562;+0.003;-0.001;-0.003
1637991387.460526;+0.002;-0.003;-0.002
1637991387.680551;+0.002;-0.002;-0.003
1637991387.900806;+0.003;-0.001;-0.002
1637991388.120552;+0.003;-0.002;-0.002
1637991388.340565;+0.003;-0.002;-0.002
1637991388.560485;+0.002;-0.003;-0.002
1637991388.780551;+0.002;-0.002;-0.002
1637991389.000582;+0.002;-0.002;-0.003
1637991389.22051;+0.003;-0.002;-0.001
1637991389.440522;+0.003;-0.001;-0.002
1637991389.670497;+0.002;-0.003;-0.002
1637991389.890496;+0.003;-0.002;-0.002
1637991390.110664;+0.003;-0.002;-0.001
1637991390.330526;+0.003;-0.003;-0.001
1637991390.550579;+0.003;-0.002;-0.002
1637991390.770455;+0.002;-0.002;-0.002
1637991390.990563;+0.002;-0.002;-0.002
1637991391.210469;+0.003;-0.003;-0.002
1637991391.430443;+0.003;-0.002;-0.002
1637991391.650497;+0.002;-0.002;-0.003
1637991391.870432;+0.003;-0.002;-0.002
1637991392.09058;+0.002;-0.002;-0.002
1637991392.310486;+0.002;-0.003;-0.002
1637991392.530431;+0.002;-0.002;-0.002
1637991392.750521;+0.002;-0.002;-0.002
1637991392.97052;+0.002;-0.002;-0.003
1637991393.190773;+0.003;-0.002;-0.002
1637991393.410522;+0.003;-0.002;-0.002
1637991393.630546;+0.002;-0.003;-0.002
1637991393.849518;+0.004;-0.002;-0.002
1637991394.069266;+0.002;-0.002;-0.002
1637991394.289579;+0.003;-0.002;-0.002
1637991394.509507;+0.003;-0.001;-0.003
1637991394.729485;+0.003;-0.003;-0.003
1637991394.949469;+0.002;-0.002;-0.002
1637991395.169552;+0.002;-0.002;-0.002
1637991395.389548;+0.002;-0.002;-0.003
1637991395.609487;+0.002;-0.003;-0.002
1637991395.829499;+0.002;-0.002;-0.002
1637991396.049142;+0.003;-0.003;-0.002
1637991396.269167;+0.002;-0.002;-0.002
1637991396.489644;+0.004;-0.002;-0.002
1637991396.709571;+0.002;-0.002;-0.003
1637991396.929462;+0.002;-0.002;-0.002
1637991397.149524;+0.003;-0.002;-0.002
1637991397.36949;+0.002;-0.002;-0.002
1637991397.589575;+0.003;-0.002;-0.002
1637991397.809502;+0.003;-0.002;-0.003
1637991398.029578;+0.004;-0.003;-0.002
1637991398.249482;+0.002;-0.002;-0.001
1637991398.469423;+0.003;-0.002;-0.003
1637991398.689422;+0.003;-0.002;-0.002
1637991398.909483;+0.003;-0.001;-0.002
1637991399.129471;+0.003;-0.002;-0.002
1637991399.349503;+0.003;-0.002;-0.002
1637991399.569447;+0.003;-0.002;-0.002
1637991399.789467;+0.002;-0.003;-0.002
1637991399.999426;+0.003;-0.002;-0.002
1637991400.219453;+0.003;-0.002;-0.002
1637991400.429523;+0.002;-0.002;-0.002
1637991400.649785;+0.002;-0.003;-0.001
1637991400.869596;+0.003;-0.002;-0.002
1637991401.089505;+0.003;-0.002;-0.003
1637991401.308538;+0.003;-0.002;-0.002
1637991401.528526;+0.002;-0.003;-0.002
1637991401.748485;+0.003;-0.003;-0.002
1637991401.968501;+0.003;-0.002;-0.002
1637991402.188174;+0.004;-0.002;-0.002
1637991402.408125;+0.002;-0.002;-0.002
1637991402.628149;+0.002;-0.002;-0.002
1637991402.848516;+0.003;-0.002;-0.001
1637991403.068528;+0.002;-0.002;-0.002
1637991403.288452;+0.002;-0.003;-0.001
1637991403.508414;+0.003;-0.002;-0.002
1637991403.728553;+0.002;-0.002;-0.001
1637991403.948408;+0.002;-0.001;-0.002
1637991404.168592;+0.003;-0.002;-0.002
1637991404.388491;+0.003;-0.002;-0.002
1637991404.608551;+0.003;-0.002;-0.002
1637991404.828417;+0.002;-0.002;-0.002
1637991405.048623;+0.002;-0.002;-0.001
1637991405.268067;+0.002;-0.003;-0.002
1637991405.488751;+0.002;-0.001;-0.002
1637991405.698469;+0.002;-0.003;-0.001
1637991405.918448;+0.002;-0.002;-0.002
1637991406.128631;+0.002;-0.003;-0.003
1637991406.348465;+0.002;-0.003;-0.001
1637991406.56851;+0.003;-0.001;-0.002
1637991406.78845;+0.003;-0.002;-0.002
1637991407.008481;+0.002;-0.003;-0.002
1637991407.228099;+0.003;-0.002;-0.003
1637991407.448426;+0.003;-0.002;-0.002
1637991407.668508;+0.002;-0.003;-0.002
1637991407.888514;+0.003;-0.003;-0.002
1637991408.108516;+0.002;-0.002;-0.002
1637991408.328471;+0.003;-0.003;-0.002
1637991408.548351;+0.003;-0.002;-0.002
1637991408.767425;+0.003;-0.002;-0.002
1637991408.987367;+0.002;-0.002;-0.002
1637991409.207074;+0.003;-0.003;-0.002
1637991409.427016;+0.003;-0.002;-0.003
1637991409.647345;+0.002;-0.003;-0.002
1637991409.867486;+0.003;-0.002;-0.001
1637991410.087347;+0.002;-0.002;-0.002
1637991410.307491;+0.003;-0.001;-0.002
1637991410.527092;+0.003;-0.002;-0.002
1637991410.747499;+0.003;-0.002;-0.002
1637991410.967543;+0.002;-0.002;-0.003
1637991411.187522;+0.004;-0.002;-0.001
1637991411.407419;+0.002;-0.002;-0.001
1637991411.627514;+0.003;-0.002;-0.002
1637991411.847166;+0.002;-0.002;-0.001
1637991412.067385;+0.002;-0.002;-0.002
1637991412.28746;+0.003;-0.002;-0.003
1637991412.507486;+0.003;-0.002;-0.002
1637991412.727353;+0.002;-0.002;-0.002
1637991412.947393;+0.002;-0.002;-0.002
1637991413.167538;+0.003;-0.002;-0.002
1637991413.387438;+0.002;-0.003;-0.002
1637991413.607442;+0.002;-0.002;-0.003
1637991413.827422;+0.002;-0.002;-0.003
1637991414.047512;+0.003;-0.002;-0.002
1637991414.267187;+0.003;-0.002;-0.001
1637991414.487035;+0.003;-0.002;-0.003
1637991414.707475;+0.003;-0.002;-0.002
