time;x;y;z
1637986967.583945;+0.002;-0.002;-0.002
1637986967.803947;+0.003;-0.002;-0.002
1637986968.023957;+0.002;-0.001;-0.002
1637986968.244148;+0.003;-0.002;-0.002
1637986968.463894;+0.002;-0.003;-0.002
1637986968.683844;+0.002;-0.001;-0.002
1637986968.903648;+0.004;-0.002;-0.002
1637986969.123479;+0.002;-0.002;-0.002
1637986969.343867;+0.002;-0.002;-0.002
1637986969.56389;+0.003;-0.001;-0.002
1637986969.784096;+0.002;-0.003;-0.002
1637986970.003998;+0.002;-0.001;-0.002
1637986970.223571;+0.003;-0.002;-0.002
1637986970.443896;+0.002;-0.003;-0.002
1637986970.663939;+0.003;-0.001;-0.001
1637986970.884026;+0.003;-0.002;-0.002
1637986971.10388;+0.002;-0.002;-0.002
1637986971.323852;+0.003;-0.002;-0.002
1637986971.543892;+0.004;-0.003;-0.002
1637986971.763904;+0.002;-0.002;-0.002
1637986971.983923;+0.001;-0.002;-0.003
1637986972.203829;+0.003;-0.002;-0.002
1637986972.423575;+0.003;-0.002;-0.002
1637986972.643823;+0.002;-0.002;-0.002
1637986972.864005;+0.003;-0.002;-0.001
1637986973.083955;+0.002;-0.002;-0.003
1637986973.302988;+0.002;-0.003;-0.002
1637986973.522923;+0.002;-0.002;-0.002
1637986973.743888;+0.003;-0.003;-0.002
1637986973.963003;+0.002;-0.002;-0.002
1637986974.182542;+0.002;-0.003;-0.002
1637986974.402936;+0.002;-0.002;-0.002
1637986974.62283;+0.003;-0.003;-0.002
1637986974.842987;+0.002;-0.002;-0.001
1637986975.063009;+0.002;-0.002;-0.001
1637986975.282857;+0.003;-0.002;-0.002
1637986975.502828;+0.002;-0.002;-0.002
1637986975.722776;+0.003;-0.003;-0.001
1637986975.942988;+0.002;-0.002;-0.002
1637986976.16284;+0.003;-0.002;-0.002
1637986976.382789;+0.003;-0.001;-0.002
1637986976.602858;+0.002;-0.002;-0.002
1637986976.822865;+0.002;-0.002;-0.001
1637986977.042918;+0.003;-0.002;-0.001
1637986977.26252;+0.002;-0.002;-0.002
1637986977.482589;+0.002;-0.001;-0.002
1637986977.702921;+0.002;-0.003;-0.001
1637986977.922808;+0.002;-0.002;-0.001
1637986978.142972;+0.003;-0.002;-0.002
1637986978.362878;+0.003;-0.002;-0.001
1637986978.582895;+0.002;-0.002;-0.002
1637986978.802837;+0.001;-0.002;-0.002
1637986979.023001;+0.002;-0.002;-0.002
1637986979.242918;+0.002;-0.002;-0.002
1637986979.462888;+0.002;-0.002;-0.002
1637986979.682934;+0.001;-0.002;-0.002
1637986979.902898;+0.002;-0.003;-0.002
1637986980.12299;+0.002;-0.001;-0.002
1637986980.342542;+0.002;-0.002;-0.001
1637986980.562548;+0.003;-0.002;-0.002
1637986980.781855;+0.004;-0.001;-0.002
1637986981.001838;+0.002;-0.002;-0.002
1637986981.222027;+0.002;-0.002;-0.002
1637986981.441803;+0.002;-0.001;-0.002
1637986981.661792;+0.002;-0.002;-0.002
1637986981.881909;+0.003;-0.002;-0.002
1637986982.101913;+0.002;-0.001;-0.002
1637986982.321562;+0.002;-0.002;-0.001
1637986982.541798;+0.002;-0.002;-0.002
1637986982.761905;+0.002;-0.002;-0.002
1637986982.981928;+0.003;-0.002;-0.002
1637986983.201999;+0.003;-0.002;-0.002
1637986983.421913;+0.002;-0.001;-0.002
1637986983.641854;+0.002;-0.001;-0.002
1637986983.861888;+0.003;-0.002;-0.002
1637986984.08191;+0.002;-0.002;-0.002
1637986984.301786;+0.003;-0.002;-0.003
1637986984.521868;+0.003;-0.002;-0.003
1637986984.741842;+0.002;-0.002;-0.001
1637986984.96189;+0.003;-0.003;-0.003
1637986985.181923;+0.002;-0.003;-0.001
1637986985.401753;+0.004;-0.001;-0.002
1637986985.621886;+0.002;-0.002;-0.002
1637986985.84175;+0.002;-0.002;-0.002
1637986986.061896;+0.003;-0.002;-0.001
1637986986.281842;+0.002;-0.002;-0.002
1637986986.501923;+0.002;-0.002;-0.002
1637986986.721849;+0.003;-0.002;-0.002
1637986986.941832;+0.002;-0.001;-0.002
1637986987.161828;+0.002;-0.002;-0.002
1637986987.381815;+0.002;-0.002;-0.001
1637986987.601854;+0.002;-0.002;-0.001
1637986987.821823;+0.002;-0.002;-0.002
1637986988.04083;+0.003;-0.001;-0.001
1637986988.260481;+0.004;-0.001;-0.001
1637986988.480403;+0.003;-0.003;-0.002
1637986988.7008;+0.003;-0.003;-0.002
1637986988.920758;+0.001;-0.002;-0.002
1637986989.140888;+0.002;-0.001;-0.002
1637986989.360431;+0.003;-0.001;-0.001
1637986989.580432;+0.002;-0.003;-0.002
1637986989.800882;+0.002;-0.002;-0.002
1637986990.020807;+0.003;-0.002;-0.002
1637986990.241031;+0.003;-0.002;-0.002
1637986990.46085;+0.001;-0.002;-0.001
1637986990.680782;+0.002;-0.001;-0.002
1637986990.900752;+0.002;-0.001;-0.002
1637986991.120909;+0.002;-0.002;-0.001
1637986991.340527;+0.002;-0.002;-0.002
1637986991.560392;+0.002;-0.003;-0.002
1637986991.780813;+0.002;-0.002;-0.003
1637986992.000798;+0.002;-0.001;-0.001
1637986992.221045;+0.004;-0.002;-0.002
1637986992.430896;+0.003;-0.003;-0.002
1637986992.650833;+0.002;-0.002;-0.002
1637986992.870805;+0.003;-0.002;-0.001
1637986993.090849;+0.003;-0.001;-0.002
1637986993.300797;+0.002;-0.002;-0.002
1637986993.520901;+0.003;-0.002;-0.002
1637986993.740815;+0.003;-0.002;-0.002
1637986993.960826;+0.003;-0.002;-0.003
1637986994.180508;+0.002;-0.002;-0.002
1637986994.400751;+0.002;-0.002;-0.002
1637986994.620761;+0.003;-0.001;-0.003
1637986994.840447;+0.002;-0.002;-0.002
1637986995.060891;+0.003;-0.002;-0.001
1637986995.280818;+0.002;-0.002;-0.002
1637986995.499869;+0.002;-0.002;-0.002
1637986995.720441;+0.003;-0.001;-0.002
1637986995.93946;+0.002;-0.002;-0.002
1637986996.15979;+0.003;-0.002;-0.003
1637986996.379754;+0.002;-0.002;-0.002
1637986996.599826;+0.003;-0.002;-0.002
1637986996.819888;+0.002;-0.003;-0.002
1637986997.03968;+0.002;-0.001;-0.002
1637986997.259784;+0.003;-0.002;-0.002
1637986997.47978;+0.003;-0.002;-0.001
1637986997.699794;+0.003;-0.002;-0.001
1637986997.919865;+0.002;-0.002;-0.002
1637986998.139511;+0.002;-0.002;-0.003
1637986998.359445;+0.002;-0.002;-0.002
1637986998.579705;+0.002;-0.001;-0.002
1637986998.799823;+0.002;-0.002;-0.002
1637986999.01974;+0.002;-0.002;-0.002
1637986999.239458;+0.002;-0.002;-0.002
1637986999.45936;+0.003;-0.002;-0.002
1637986999.679769;+0.003;-0.002;-0.002
1637986999.89984;+0.002;-0.002;-0.003
1637987000.119764;+0.002;-0.003;-0.001
1637987000.33996;+0.002;-0.002;-0.002
1637987000.559774;+0.002;-0.001;-0.002
1637987000.779745;+0.003;-0.001;-0.002
1637987000.999814;+0.003;-0.001;-0.002
1637987001.219756;+0.002;-0.002;-0.002
1637987001.440078;+0.003;-0.002;-0.001
1637987001.659731;+0.002;-0.001;-0.002
1637987001.879772;+0.003;-0.001;-0.002
1637987002.099814;+0.002;-0.002;-0.002
1637987002.3195;+0.002;-0.002;-0.001
1637987002.539805;+0.002;-0.003;-0.002
1637987002.759711;+0.003;-0.002;-0.002
1637987002.978885;+0.003;-0.002;-0.002
1637987003.19874;+0.002;-0.001;-0.002
1637987003.418316;+0.002;-0.002;-0.002
1637987003.638762;+0.003;-0.001;-0.001
1637987003.858723;+0.003;-0.002;-0.003
1637987004.078781;+0.002;-0.002;-0.002
1637987004.298833;+0.001;-0.002;-0.002
1637987004.518455;+0.002;-0.002;-0.002
1637987004.738692;+0.003;-0.002;-0.001
1637987004.958712;+0.003;-0.002;-0.002
1637987005.178825;+0.003;-0.002;-0.002
1637987005.398375;+0.002;-0.003;-0.002
1637987005.618409;+0.002;-0.002;-0.003
1637987005.838658;+0.002;-0.002;-0.002
1637987006.058733;+0.001;-0.001;-0.002
1637987006.278839;+0.003;-0.002;-0.002
1637987006.499031;+0.002;-0.002;-0.003
1637987006.718799;+0.002;-0.002;-0.002
1637987006.938754;+0.002;-0.002;-0.002
1637987007.158844;+0.002;-0.002;-0.002
1637987007.378889;+0.002;-0.002;-0.001
1637987007.598724;+0.002;-0.002;-0.002
1637987007.818731;+0.003;-0.003;-0.002
1637987008.038743;+0.003;-0.002;-0.001
1637987008.258927;+0.002;-0.002;-0.002
1637987008.478805;+0.002;-0.002;-0.002
1637987008.698752;+0.002;-0.002;-0.002
1637987008.918751;+0.002;-0.003;-0.001
1637987009.138755;+0.002;-0.002;-0.002
1637987009.358864;+0.003;-0.003;-0.002
1637987009.57878;+0.003;-0.003;-0.002
1637987009.798732;+0.003;-0.001;-0.001
1637987010.018737;+0.003;-0.002;-0.002
1637987010.238738;+0.003;-0.002;-0.002
1637987010.45778;+0.002;-0.002;-0.002
1637987010.677728;+0.002;-0.002;-0.002
1637987010.897663;+0.003;-0.003;-0.002
1637987011.117748;+0.002;-0.002;-0.002
1637987011.337456;+0.002;-0.002;-0.002
1637987011.557553;+0.002;-0.003;-0.002
1637987011.77782;+0.003;-0.002;-0.002
1637987011.997766;+0.003;-0.002;-0.002
1637987012.217703;+0.002;-0.003;-0.002
1637987012.437777;+0.003;-0.002;-0.002
1637987012.657836;+0.003;-0.002;-0.002
1637987012.877744;+0.002;-0.002;-0.002
1637987013.097722;+0.003;-0.002;-0.002
1637987013.317762;+0.002;-0.002;-0.002
1637987013.537676;+0.002;-0.002;-0.002
1637987013.757797;+0.003;-0.002;-0.002
1637987013.977743;+0.003;-0.002;-0.002
1637987014.197652;+0.002;-0.001;-0.002
1637987014.417751;+0.003;-0.001;-0.003
1637987014.637915;+0.003;-0.003;-0.002
1637987014.857758;+0.003;-0.002;-0.002
