time;x;y;z
1637960611.14909;+0.002;-0.001;-0.002
1637960611.368911;+0.003;-0.002;-0.002
1637960611.589013;+0.003;-0.002;-0.001
1637960611.808837;+0.003;-0.002;-0.001
1637960612.028889;+0.002;-0.002;-0.002
1637960612.248978;+0.002;-0.002;-0.002
1637960612.469006;+0.002;-0.002;-0.002
1637960612.688921;+0.003;-0.002;-0.001
1637960612.908902;+0.002;-0.002;-0.001
1637960613.129029;+0.003;-0.002;-0.002
1637960613.34894;+0.002;-0.003;-0.001
1637960613.569002;+0.002;-0.002;-0.001
1637960613.788932;+0.002;-0.002;-0.001
1637960614.008963;+0.002;-0.001;-0.001
1637960614.229072;+0.003;-0.001;-0.002
1637960614.448909;+0.001;-0.002;-0.002
1637960614.668864;+0.001;-0.002;-0.002
1637960614.888886;+0.002;-0.002;-0.002
1637960615.108877;+0.003;-0.002;-0.001
1637960615.32754;+0.002;-0.001;-0.002
1637960615.53797;+0.003;-0.002;-0.002
1637960615.757833;+0.002;-0.003;-0.002
1637960615.978003;+0.002;-0.000;-0.003
1637960616.198017;+0.003;-0.001;-0.002
1637960616.417952;+0.002;-0.002;-0.002
1637960616.638046;+0.003;-0.001;-0.001
1637960616.859015;+0.003;-0.002;-0.001
1637960617.07794;+0.003;-0.002;-0.002
1637960617.297941;+0.002;-0.002;-0.002
1637960617.517916;+0.002;-0.001;-0.002
1637960617.737581;+0.003;-0.002;-0.001
1637960617.947862;+0.002;-0.002;-0.001
1637960618.167849;+0.001;-0.002;-0.003
1637960618.387957;+0.002;-0.001;-0.001
1637960618.607933;+0.003;-0.002;-0.002
1637960618.827922;+0.002;-0.002;-0.002
1637960619.047931;+0.001;-0.001;-0.002
1637960619.268313;+0.003;-0.002;-0.002
1637960619.487887;+0.002;-0.002;-0.002
1637960619.707963;+0.002;-0.002;-0.002
1637960619.927892;+0.002;-0.001;-0.002
1637960620.147878;+0.002;-0.002;-0.001
1637960620.367868;+0.003;-0.002;-0.002
1637960620.587956;+0.002;-0.001;-0.002
1637960620.807849;+0.003;-0.002;-0.002
1637960621.027995;+0.003;-0.002;-0.002
1637960621.247931;+0.002;-0.002;-0.002
1637960621.467863;+0.002;-0.002;-0.002
1637960621.687856;+0.003;-0.001;-0.002
1637960621.907881;+0.002;-0.002;-0.002
1637960622.127961;+0.002;-0.002;-0.002
1637960622.34782;+0.003;-0.002;-0.002
1637960622.567461;+0.002;-0.002;-0.002
1637960622.786525;+0.002;-0.002;-0.002
1637960623.006792;+0.003;-0.003;-0.002
1637960623.226839;+0.002;-0.002;-0.002
1637960623.446485;+0.002;-0.002;-0.002
1637960623.656578;+0.002;-0.002;-0.002
1637960623.876932;+0.003;-0.002;-0.002
1637960624.096957;+0.002;-0.001;-0.002
1637960624.316934;+0.002;-0.002;-0.002
1637960624.536935;+0.002;-0.002;-0.002
1637960624.756884;+0.002;-0.002;-0.001
1637960624.976555;+0.002;-0.002;-0.002
1637960625.186499;+0.001;-0.002;-0.002
1637960625.396914;+0.002;-0.002;-0.002
1637960625.616861;+0.003;-0.002;-0.002
1637960625.836955;+0.002;-0.002;-0.002
1637960626.056832;+0.002;-0.002;-0.003
1637960626.277024;+0.002;-0.001;-0.002
1637960626.496839;+0.002;-0.002;-0.002
1637960626.716836;+0.002;-0.002;-0.002
1637960626.936935;+0.002;-0.002;-0.001
1637960627.156947;+0.002;-0.001;-0.002
1637960627.377207;+0.003;-0.003;-0.002
1637960627.59703;+0.002;-0.001;-0.002
1637960627.816818;+0.003;-0.002;-0.002
1637960628.036825;+0.002;-0.002;-0.002
1637960628.256792;+0.002;-0.002;-0.002
1637960628.476946;+0.004;-0.003;-0.002
1637960628.696884;+0.002;-0.002;-0.002
1637960628.916867;+0.003;-0.002;-0.002
1637960629.136931;+0.002;-0.002;-0.001
1637960629.356909;+0.002;-0.001;-0.002
1637960629.576582;+0.003;-0.002;-0.002
1637960629.796451;+0.003;-0.002;-0.002
1637960630.016826;+0.002;-0.003;-0.001
1637960630.236911;+0.003;-0.002;-0.001
1637960630.455918;+0.002;-0.002;-0.002
1637960630.675875;+0.003;-0.001;-0.002
1637960630.896866;+0.002;-0.001;-0.002
1637960631.116154;+0.003;-0.002;-0.002
1637960631.335547;+0.003;-0.002;-0.002
1637960631.545771;+0.002;-0.002;-0.002
1637960631.765389;+0.003;-0.002;-0.002
1637960631.985807;+0.003;-0.002;-0.003
1637960632.206029;+0.002;-0.002;-0.003
1637960632.42555;+0.003;-0.003;-0.002
1637960632.635463;+0.002;-0.002;-0.002
1637960632.855807;+0.003;-0.003;-0.002
1637960633.075775;+0.003;-0.002;-0.001
1637960633.295932;+0.003;-0.002;-0.002
1637960633.515886;+0.003;-0.002;-0.003
