time;x;y;z
1638013353.014015;+0.003;-0.003;-0.002
1638013353.234037;+0.003;-0.002;-0.002
1638013353.454014;+0.002;-0.002;-0.002
1638013353.673971;+0.002;-0.003;-0.003
1638013353.894058;+0.003;-0.003;-0.003
1638013354.113985;+0.002;-0.003;-0.002
1638013354.333949;+0.003;-0.001;-0.002
1638013354.553875;+0.003;-0.002;-0.003
1638013354.773892;+0.003;-0.002;-0.003
1638013354.993966;+0.002;-0.002;-0.002
1638013355.213859;+0.002;-0.001;-0.002
1638013355.433965;+0.003;-0.002;-0.002
1638013355.653552;+0.002;-0.003;-0.003
1638013355.873918;+0.003;-0.003;-0.003
1638013356.084012;+0.003;-0.002;-0.002
1638013356.30396;+0.003;-0.002;-0.002
1638013356.523944;+0.003;-0.001;-0.003
1638013356.743986;+0.002;-0.002;-0.002
1638013356.963857;+0.003;-0.002;-0.002
1638013357.184039;+0.002;-0.003;-0.002
1638013357.403839;+0.002;-0.001;-0.002
1638013357.622651;+0.002;-0.004;-0.002
1638013357.842544;+0.003;-0.002;-0.002
1638013358.062567;+0.002;-0.002;-0.002
1638013358.282941;+0.003;-0.002;-0.002
1638013358.502966;+0.003;-0.002;-0.002
1638013358.722977;+0.003;-0.003;-0.002
1638013358.942921;+0.002;-0.002;-0.002
1638013359.162974;+0.002;-0.003;-0.002
1638013359.382551;+0.003;-0.003;-0.003
1638013359.603328;+0.002;-0.003;-0.003
1638013359.822533;+0.002;-0.003;-0.002
1638013360.042494;+0.003;-0.002;-0.002
1638013360.262994;+0.002;-0.002;-0.003
1638013360.482923;+0.002;-0.002;-0.003
1638013360.703223;+0.002;-0.002;-0.002
1638013360.922532;+0.003;-0.002;-0.003
1638013361.142406;+0.002;-0.002;-0.002
1638013361.362867;+0.001;-0.003;-0.002
1638013361.582841;+0.003;-0.002;-0.002
1638013361.802913;+0.003;-0.001;-0.002
1638013362.02296;+0.002;-0.002;-0.002
1638013362.242883;+0.003;-0.002;-0.003
1638013362.462944;+0.004;-0.002;-0.002
1638013362.682981;+0.003;-0.002;-0.003
1638013362.902464;+0.003;-0.001;-0.002
1638013363.122878;+0.002;-0.003;-0.002
1638013363.342967;+0.003;-0.001;-0.003
1638013363.562975;+0.002;-0.003;-0.003
1638013363.78306;+0.004;-0.002;-0.002
1638013364.003164;+0.002;-0.002;-0.001
1638013364.222843;+0.002;-0.002;-0.002
1638013364.442948;+0.003;-0.002;-0.001
1638013364.662952;+0.002;-0.002;-0.002
1638013364.882549;+0.002;-0.001;-0.002
1638013365.101566;+0.002;-0.002;-0.002
1638013365.321883;+0.003;-0.003;-0.003
1638013365.541998;+0.002;-0.002;-0.002
1638013365.76187;+0.002;-0.003;-0.002
1638013365.981827;+0.003;-0.002;-0.003
1638013366.201935;+0.002;-0.003;-0.003
1638013366.421913;+0.003;-0.002;-0.003
1638013366.64195;+0.003;-0.001;-0.002
1638013366.861519;+0.003;-0.001;-0.002
1638013367.081474;+0.003;-0.002;-0.001
1638013367.30192;+0.002;-0.003;-0.002
1638013367.521862;+0.002;-0.003;-0.003
1638013367.741884;+0.003;-0.002;-0.002
1638013367.961888;+0.003;-0.003;-0.003
1638013368.181907;+0.004;-0.003;-0.002
1638013368.401833;+0.002;-0.002;-0.003
1638013368.621933;+0.003;-0.002;-0.002
1638013368.842053;+0.003;-0.002;-0.002
1638013369.061447;+0.004;-0.003;-0.002
1638013369.28189;+0.003;-0.002;-0.002
1638013369.501914;+0.003;-0.002;-0.002
1638013369.721549;+0.002;-0.002;-0.002
1638013369.941532;+0.002;-0.003;-0.003
1638013370.161846;+0.003;-0.002;-0.001
1638013370.381863;+0.002;-0.002;-0.002
1638013370.601513;+0.002;-0.002;-0.003
1638013370.821955;+0.003;-0.002;-0.002
1638013371.041944;+0.002;-0.003;-0.002
1638013371.261905;+0.003;-0.003;-0.003
1638013371.481924;+0.003;-0.002;-0.003
1638013371.701888;+0.003;-0.002;-0.002
1638013371.921436;+0.004;-0.003;-0.002
1638013372.141427;+0.003;-0.002;-0.001
1638013372.361894;+0.003;-0.002;-0.002
1638013372.580888;+0.003;-0.002;-0.003
1638013372.800946;+0.004;-0.002;-0.002
1638013373.0208;+0.003;-0.003;-0.001
1638013373.240877;+0.003;-0.002;-0.002
1638013373.460884;+0.002;-0.003;-0.003
1638013373.681005;+0.003;-0.001;-0.001
1638013373.901305;+0.003;-0.002;-0.002
1638013374.120931;+0.003;-0.002;-0.003
1638013374.340933;+0.003;-0.002;-0.003
1638013374.560848;+0.002;-0.002;-0.002
1638013374.781056;+0.003;-0.002;-0.002
1638013375.00085;+0.003;-0.003;-0.002
1638013375.220839;+0.002;-0.002;-0.002
1638013375.440846;+0.002;-0.003;-0.002
1638013375.660943;+0.004;-0.002;-0.002
1638013375.88087;+0.003;-0.003;-0.002
1638013376.100398;+0.002;-0.002;-0.002
1638013376.320852;+0.002;-0.002;-0.003
1638013376.540878;+0.003;-0.002;-0.002
1638013376.760965;+0.002;-0.002;-0.002
1638013376.980928;+0.003;-0.003;-0.002
1638013377.200836;+0.002;-0.003;-0.003
1638013377.420822;+0.003;-0.001;-0.002
1638013377.640834;+0.003;-0.003;-0.002
1638013377.86022;+0.003;-0.002;-0.002
1638013378.080174;+0.004;-0.002;-0.003
1638013378.301041;+0.003;-0.003;-0.002
1638013378.520807;+0.002;-0.002;-0.002
1638013378.740794;+0.003;-0.003;-0.002
1638013378.961031;+0.003;-0.003;-0.002
1638013379.180869;+0.003;-0.003;-0.002
1638013379.400801;+0.003;-0.002;-0.002
1638013379.62112;+0.003;-0.002;-0.002
1638013379.839862;+0.003;-0.001;-0.002
1638013380.059947;+0.002;-0.002;-0.002
1638013380.279812;+0.003;-0.002;-0.003
1638013380.499805;+0.002;-0.002;-0.002
1638013380.719826;+0.002;-0.003;-0.001
1638013380.939853;+0.003;-0.002;-0.002
1638013381.159942;+0.003;-0.003;-0.002
1638013381.379844;+0.003;-0.002;-0.002
1638013381.599775;+0.003;-0.002;-0.002
1638013381.819799;+0.002;-0.003;-0.003
1638013382.039795;+0.004;-0.003;-0.002
1638013382.259904;+0.004;-0.002;-0.001
1638013382.47983;+0.002;-0.003;-0.002
1638013382.699907;+0.003;-0.002;-0.002
1638013382.91986;+0.003;-0.002;-0.002
1638013383.139844;+0.002;-0.003;-0.002
1638013383.359855;+0.003;-0.001;-0.002
1638013383.57975;+0.003;-0.002;-0.003
1638013383.799907;+0.004;-0.002;-0.002
1638013384.019809;+0.003;-0.002;-0.002
1638013384.239443;+0.002;-0.002;-0.002
1638013384.45979;+0.003;-0.002;-0.002
1638013384.679791;+0.004;-0.002;-0.002
1638013384.899855;+0.003;-0.002;-0.002
1638013385.119811;+0.003;-0.003;-0.002
1638013385.339843;+0.002;-0.002;-0.003
1638013385.559837;+0.004;-0.002;-0.002
1638013385.779794;+0.002;-0.002;-0.002
1638013385.99948;+0.003;-0.003;-0.002
1638013386.219784;+0.004;-0.003;-0.002
1638013386.439514;+0.003;-0.002;-0.002
1638013386.659772;+0.002;-0.002;-0.002
1638013386.87991;+0.002;-0.002;-0.002
1638013387.099777;+0.003;-0.002;-0.002
1638013387.31876;+0.003;-0.002;-0.002
1638013387.538881;+0.002;-0.002;-0.002
1638013387.758737;+0.003;-0.002;-0.002
1638013387.978893;+0.002;-0.003;-0.002
1638013388.198779;+0.003;-0.002;-0.001
1638013388.418777;+0.003;-0.002;-0.003
1638013388.638766;+0.003;-0.002;-0.003
1638013388.858741;+0.003;-0.002;-0.003
1638013389.078798;+0.003;-0.002;-0.001
1638013389.298745;+0.003;-0.003;-0.002
1638013389.518713;+0.003;-0.002;-0.003
1638013389.738834;+0.003;-0.003;-0.002
1638013389.95877;+0.002;-0.002;-0.002
1638013390.17881;+0.003;-0.002;-0.002
1638013390.39874;+0.004;-0.002;-0.002
1638013390.618463;+0.003;-0.002;-0.002
1638013390.838402;+0.002;-0.002;-0.002
1638013391.058844;+0.002;-0.002;-0.002
1638013391.278875;+0.002;-0.002;-0.002
1638013391.498846;+0.003;-0.003;-0.004
1638013391.718856;+0.002;-0.002;-0.002
1638013391.938811;+0.002;-0.003;-0.002
1638013392.158448;+0.003;-0.002;-0.003
1638013392.378844;+0.004;-0.003;-0.003
1638013392.598942;+0.003;-0.003;-0.002
1638013392.81878;+0.003;-0.003;-0.002
1638013393.038924;+0.002;-0.003;-0.002
1638013393.258791;+0.003;-0.002;-0.003
1638013393.478768;+0.002;-0.003;-0.002
1638013393.698753;+0.003;-0.002;-0.003
1638013393.918472;+0.003;-0.002;-0.002
1638013394.138873;+0.003;-0.002;-0.002
1638013394.358794;+0.003;-0.002;-0.001
1638013394.578765;+0.002;-0.002;-0.003
1638013394.797847;+0.003;-0.002;-0.003
1638013395.0178;+0.002;-0.003;-0.003
1638013395.237761;+0.003;-0.002;-0.001
1638013395.457826;+0.003;-0.003;-0.003
1638013395.678723;+0.003;-0.002;-0.002
1638013395.898436;+0.002;-0.003;-0.002
1638013396.117888;+0.002;-0.002;-0.002
1638013396.33745;+0.003;-0.002;-0.002
1638013396.557752;+0.003;-0.003;-0.002
1638013396.777767;+0.003;-0.002;-0.002
1638013396.997906;+0.003;-0.002;-0.003
1638013397.217764;+0.002;-0.003;-0.002
1638013397.437777;+0.002;-0.002;-0.002
1638013397.657841;+0.002;-0.003;-0.002
1638013397.877836;+0.002;-0.002;-0.002
1638013398.097841;+0.003;-0.002;-0.002
1638013398.317911;+0.003;-0.002;-0.002
1638013398.537734;+0.002;-0.002;-0.002
1638013398.757784;+0.002;-0.003;-0.002
1638013398.977937;+0.003;-0.002;-0.002
1638013399.197769;+0.004;-0.002;-0.002
1638013399.417777;+0.003;-0.002;-0.003
1638013399.637694;+0.003;-0.003;-0.002
1638013399.857967;+0.003;-0.002;-0.002
1638013400.077782;+0.002;-0.003;-0.002
1638013400.297365;+0.003;-0.002;-0.002
1638013400.517259;+0.002;-0.002;-0.002
1638013400.737847;+0.003;-0.002;-0.002
1638013400.957418;+0.004;-0.003;-0.001
1638013401.177945;+0.003;-0.002;-0.003
1638013401.397696;+0.003;-0.003;-0.003
1638013401.617695;+0.003;-0.002;-0.002
1638013401.837857;+0.003;-0.002;-0.003
1638013402.057764;+0.003;-0.003;-0.003
1638013402.276743;+0.004;-0.003;-0.002
1638013402.496757;+0.003;-0.003;-0.002
1638013402.717793;+0.002;-0.002;-0.001
1638013402.93688;+0.004;-0.002;-0.002
1638013403.156771;+0.002;-0.003;-0.002
1638013403.376863;+0.002;-0.003;-0.002
1638013403.596732;+0.003;-0.001;-0.002
1638013403.81676;+0.002;-0.002;-0.002
1638013404.036744;+0.003;-0.002;-0.002
1638013404.256322;+0.002;-0.002;-0.003
1638013404.476881;+0.003;-0.003;-0.002
1638013404.696713;+0.002;-0.001;-0.002
1638013404.916784;+0.002;-0.002;-0.002
1638013405.136793;+0.002;-0.003;-0.003
1638013405.355952;+0.003;-0.002;-0.002
1638013405.566794;+0.003;-0.002;-0.002
1638013405.78672;+0.004;-0.002;-0.002
1638013406.006921;+0.002;-0.002;-0.003
1638013406.22629;+0.002;-0.003;-0.002
1638013406.446286;+0.002;-0.003;-0.002
1638013406.666656;+0.002;-0.002;-0.003
1638013406.886746;+0.003;-0.002;-0.002
1638013407.106854;+0.002;-0.002;-0.002
1638013407.32679;+0.002;-0.003;-0.002
1638013407.546696;+0.003;-0.002;-0.002
1638013407.766785;+0.003;-0.003;-0.002
1638013407.986722;+0.002;-0.003;-0.001
1638013408.206796;+0.002;-0.003;-0.003
1638013408.426823;+0.003;-0.003;-0.002
1638013408.646734;+0.002;-0.002;-0.002
1638013408.866758;+0.003;-0.002;-0.002
1638013409.086934;+0.002;-0.002;-0.002
1638013409.306711;+0.003;-0.003;-0.003
1638013409.526736;+0.003;-0.002;-0.002
1638013409.746675;+0.002;-0.003;-0.002
1638013409.965403;+0.004;-0.003;-0.002
1638013410.18576;+0.002;-0.003;-0.002
1638013410.405399;+0.004;-0.003;-0.002
1638013410.625666;+0.002;-0.002;-0.002
1638013410.845563;+0.002;-0.002;-0.002
1638013411.065674;+0.002;-0.002;-0.002
1638013411.285386;+0.002;-0.002;-0.003
1638013411.505331;+0.002;-0.002;-0.002
1638013411.725675;+0.003;-0.003;-0.002
1638013411.945738;+0.003;-0.002;-0.002
1638013412.165685;+0.003;-0.002;-0.002
1638013412.385742;+0.003;-0.002;-0.002
1638013412.605682;+0.003;-0.003;-0.002
1638013412.825732;+0.002;-0.002;-0.002
1638013413.045783;+0.002;-0.003;-0.002
1638013413.265712;+0.003;-0.003;-0.002
1638013413.485673;+0.003;-0.002;-0.002
1638013413.705767;+0.003;-0.002;-0.002
1638013413.925697;+0.003;-0.002;-0.002
1638013414.145714;+0.002;-0.002;-0.001
1638013414.365793;+0.003;-0.002;-0.002
1638013414.585314;+0.003;-0.003;-0.002
1638013414.805696;+0.003;-0.002;-0.002
1638013415.025681;+0.003;-0.002;-0.002
1638013415.245476;+0.002;-0.002;-0.003
1638013415.465276;+0.003;-0.002;-0.002
1638013415.685721;+0.003;-0.001;-0.002
1638013415.905595;+0.003;-0.002;-0.003
1638013416.125673;+0.003;-0.002;-0.001
1638013416.345675;+0.003;-0.002;-0.001
1638013416.565649;+0.002;-0.002;-0.002
1638013416.785594;+0.002;-0.002;-0.003
1638013417.005668;+0.002;-0.002;-0.002
1638013417.22475;+0.003;-0.002;-0.003
1638013417.444715;+0.003;-0.002;-0.002
1638013417.664731;+0.003;-0.002;-0.002
1638013417.884715;+0.002;-0.003;-0.002
1638013418.104595;+0.002;-0.002;-0.002
1638013418.326087;+0.003;-0.003;-0.002
1638013418.544712;+0.002;-0.002;-0.001
1638013418.764544;+0.004;-0.003;-0.002
1638013418.984542;+0.002;-0.002;-0.002
1638013419.204642;+0.002;-0.002;-0.003
1638013419.424751;+0.002;-0.002;-0.003
1638013419.644687;+0.003;-0.002;-0.002
1638013419.864581;+0.003;-0.002;-0.002
1638013420.084649;+0.002;-0.001;-0.002
1638013420.304721;+0.002;-0.002;-0.002
1638013420.524709;+0.002;-0.001;-0.002
1638013420.744587;+0.002;-0.002;-0.003
1638013420.964737;+0.002;-0.003;-0.003
1638013421.184656;+0.002;-0.002;-0.002
1638013421.404257;+0.003;-0.003;-0.002
1638013421.624216;+0.002;-0.002;-0.002
1638013421.844688;+0.003;-0.002;-0.002
1638013422.06459;+0.003;-0.003;-0.001
1638013422.284714;+0.002;-0.002;-0.002
1638013422.504576;+0.002;-0.002;-0.003
1638013422.724585;+0.003;-0.003;-0.002
1638013422.944666;+0.002;-0.003;-0.002
1638013423.16454;+0.002;-0.001;-0.002
1638013423.374285;+0.003;-0.002;-0.002
1638013423.594409;+0.003;-0.002;-0.003
1638013423.814659;+0.002;-0.003;-0.002
1638013424.034653;+0.003;-0.003;-0.003
1638013424.254444;+0.002;-0.002;-0.002
1638013424.474174;+0.003;-0.003;-0.003
1638013424.69378;+0.002;-0.003;-0.001
1638013424.913709;+0.003;-0.003;-0.002
1638013425.134889;+0.004;-0.002;-0.002
1638013425.353651;+0.003;-0.003;-0.002
1638013425.573678;+0.002;-0.003;-0.002
1638013425.793735;+0.003;-0.002;-0.002
1638013426.01357;+0.003;-0.003;-0.002
1638013426.233633;+0.004;-0.002;-0.002
1638013426.453725;+0.002;-0.003;-0.001
1638013426.673687;+0.002;-0.002;-0.003
1638013426.893716;+0.003;-0.002;-0.002
1638013427.11323;+0.004;-0.001;-0.003
1638013427.333303;+0.002;-0.002;-0.001
1638013427.553576;+0.004;-0.002;-0.003
1638013427.773526;+0.002;-0.002;-0.003
1638013427.993493;+0.003;-0.003;-0.002
1638013428.213578;+0.003;-0.002;-0.002
1638013428.433643;+0.002;-0.002;-0.002
1638013428.653516;+0.002;-0.002;-0.002
1638013428.873707;+0.003;-0.002;-0.002
1638013429.093539;+0.003;-0.002;-0.002
1638013429.313701;+0.002;-0.002;-0.002
1638013429.533646;+0.003;-0.001;-0.002
1638013429.753556;+0.002;-0.003;-0.002
1638013429.973567;+0.003;-0.003;-0.002
1638013430.193294;+0.002;-0.003;-0.002
1638013430.413725;+0.003;-0.003;-0.002
1638013430.633653;+0.003;-0.002;-0.003
1638013430.853574;+0.003;-0.002;-0.003
1638013431.073727;+0.003;-0.002;-0.003
1638013431.293505;+0.002;-0.002;-0.002
1638013431.513558;+0.003;-0.002;-0.002
1638013431.733496;+0.002;-0.002;-0.002
1638013431.952725;+0.002;-0.002;-0.002
1638013432.172627;+0.003;-0.003;-0.002
1638013432.392565;+0.004;-0.002;-0.002
1638013432.612679;+0.002;-0.003;-0.002
1638013432.832564;+0.003;-0.003;-0.001
1638013433.052703;+0.002;-0.003;-0.002
1638013433.272496;+0.003;-0.002;-0.002
1638013433.492664;+0.004;-0.002;-0.002
1638013433.712685;+0.002;-0.002;-0.002
1638013433.932554;+0.003;-0.002;-0.003
1638013434.152549;+0.003;-0.001;-0.001
1638013434.372709;+0.002;-0.002;-0.002
1638013434.59259;+0.003;-0.003;-0.001
1638013434.812599;+0.002;-0.002;-0.003
1638013435.032667;+0.004;-0.003;-0.003
1638013435.252575;+0.003;-0.002;-0.001
1638013435.472338;+0.002;-0.003;-0.002
1638013435.69228;+0.003;-0.002;-0.002
1638013435.912599;+0.002;-0.003;-0.003
1638013436.132545;+0.001;-0.002;-0.002
1638013436.352528;+0.003;-0.001;-0.002
1638013436.572583;+0.002;-0.003;-0.002
1638013436.792572;+0.001;-0.003;-0.003
1638013437.012559;+0.003;-0.002;-0.002
1638013437.232599;+0.004;-0.002;-0.003
1638013437.452682;+0.002;-0.002;-0.002
1638013437.672542;+0.003;-0.002;-0.002
1638013437.892666;+0.003;-0.002;-0.002
1638013438.112667;+0.002;-0.002;-0.003
1638013438.332621;+0.003;-0.003;-0.003
1638013438.552636;+0.003;-0.002;-0.003
1638013438.772547;+0.003;-0.002;-0.002
1638013438.992635;+0.002;-0.002;-0.003
1638013439.212577;+0.004;-0.003;-0.003
1638013439.431636;+0.004;-0.002;-0.003
1638013439.651551;+0.003;-0.002;-0.002
1638013439.871541;+0.003;-0.003;-0.001
1638013440.091283;+0.002;-0.002;-0.002
1638013440.311147;+0.003;-0.003;-0.002
1638013440.531594;+0.004;-0.002;-0.003
1638013440.751528;+0.002;-0.003;-0.002
1638013440.9715;+0.003;-0.003;-0.002
1638013441.191549;+0.003;-0.003;-0.002
1638013441.411583;+0.003;-0.003;-0.002
1638013441.631528;+0.002;-0.003;-0.002
1638013441.851463;+0.002;-0.002;-0.002
1638013442.071513;+0.003;-0.002;-0.002
1638013442.291351;+0.003;-0.002;-0.002
1638013442.511564;+0.003;-0.002;-0.002
1638013442.731547;+0.002;-0.003;-0.002
1638013442.951511;+0.002;-0.001;-0.001
1638013443.171495;+0.003;-0.003;-0.001
1638013443.391655;+0.002;-0.002;-0.002
1638013443.61153;+0.003;-0.002;-0.002
1638013443.831496;+0.002;-0.002;-0.001
1638013444.051597;+0.003;-0.002;-0.002
1638013444.271578;+0.004;-0.003;-0.002
1638013444.491591;+0.003;-0.003;-0.003
1638013444.711481;+0.003;-0.002;-0.002
1638013444.93149;+0.003;-0.003;-0.002
1638013445.151478;+0.003;-0.002;-0.002
1638013445.371718;+0.003;-0.003;-0.002
1638013445.591108;+0.004;-0.003;-0.002
1638013445.811152;+0.003;-0.002;-0.002
1638013446.031451;+0.003;-0.002;-0.002
1638013446.251471;+0.002;-0.002;-0.002
1638013446.471694;+0.003;-0.002;-0.002
1638013446.691544;+0.002;-0.002;-0.003
1638013446.910803;+0.003;-0.003;-0.003
1638013447.130567;+0.003;-0.001;-0.002
1638013447.350655;+0.003;-0.002;-0.002
1638013447.57037;+0.002;-0.003;-0.002
1638013447.790763;+0.004;-0.002;-0.002
1638013448.010513;+0.004;-0.003;-0.002
1638013448.230571;+0.003;-0.003;-0.001
1638013448.450645;+0.003;-0.003;-0.003
1638013448.67015;+0.003;-0.002;-0.002
1638013448.890453;+0.003;-0.002;-0.002
1638013449.110481;+0.003;-0.002;-0.002
1638013449.330518;+0.003;-0.002;-0.002
1638013449.5506;+0.003;-0.002;-0.003
1638013449.770511;+0.003;-0.003;-0.002
1638013449.990592;+0.004;-0.002;-0.003
1638013450.210778;+0.002;-0.003;-0.002
1638013450.43049;+0.003;-0.003;-0.002
1638013450.650701;+0.002;-0.002;-0.003
1638013450.870543;+0.002;-0.003;-0.001
1638013451.090525;+0.002;-0.003;-0.002
1638013451.310471;+0.003;-0.002;-0.002
1638013451.530587;+0.004;-0.002;-0.001
1638013451.750588;+0.004;-0.002;-0.002
1638013451.970586;+0.003;-0.002;-0.002
1638013452.190231;+0.003;-0.002;-0.002
1638013452.410156;+0.002;-0.002;-0.002
1638013452.630531;+0.003;-0.003;-0.002
1638013452.850522;+0.003;-0.003;-0.002
1638013453.070484;+0.003;-0.003;-0.003
1638013453.290578;+0.002;-0.002;-0.003
1638013453.510548;+0.002;-0.002;-0.003
1638013453.730704;+0.002;-0.002;-0.002
1638013453.95054;+0.002;-0.003;-0.002
1638013454.170169;+0.002;-0.002;-0.002
1638013454.389459;+0.004;-0.002;-0.002
1638013454.609539;+0.003;-0.003;-0.003
1638013454.829772;+0.003;-0.002;-0.002
1638013455.049432;+0.002;-0.003;-0.003
1638013455.269404;+0.002;-0.002;-0.003
1638013455.489461;+0.003;-0.003;-0.002
1638013455.70947;+0.003;-0.003;-0.002
1638013455.929736;+0.003;-0.002;-0.003
1638013456.149417;+0.003;-0.003;-0.003
1638013456.369433;+0.003;-0.003;-0.002
1638013456.589502;+0.003;-0.002;-0.002
1638013456.809452;+0.003;-0.002;-0.002
1638013457.029555;+0.002;-0.002;-0.002
1638013457.249448;+0.002;-0.002;-0.002
1638013457.469448;+0.003;-0.002;-0.002
1638013457.689108;+0.003;-0.003;-0.002
1638013457.909184;+0.003;-0.003;-0.002
1638013458.129838;+0.002;-0.003;-0.002
